name;full_name;birth_date;age;height_cm;weight_kgs;positions;nationality;overall_rating;potential;value_euro;wage_euro;preferred_foot
Kim Gyeong Min;김경민 金京闽;11/1/1991;27;187.96;81.2;GK;Korea Republic;61;64;220000;1000;Right
A. Paşcanu;Alexandru Stefan Pascanu;9/28/1998;20;185.42;73;CB,RB;Romania;61;77;500000;4000;Right
M. Piccinocchi;Mario Piccinocchi;2/21/1995;24;172.72;67.1;CDM,CM;Italy;61;69;325000;1000;Right
B. Lepistu;Brent Lepistu;3/26/1993;25;185.42;78;CM,CDM;Estonia;61;66;325000;1000;Left
Liu Zhenli;刘震理;6/26/1985;33;193.04;73.9;GK;China PR;61;61;130000;2000;Right
F. Benko;Fabian Benko;6/5/1998;20;154.94;73.9;CAM,LM;Germany;61;76;550000;2000;Left
L. Garguła;Łukasz Garguła;2/25/1981;38;152.4;71.2;CAM,CM,LM;Poland;61;61;80000;1000;Right
L. Marić;Luka Marić;4/25/1987;31;182.88;78;CB;Croatia;61;61;170000;1000;Right
A. Khormi;Ali Hissain Khormi;8/31/1990;28;160.02;58.1;RM,ST;Saudi Arabia;61;61;260000;2000;Right
D. Orlishausen;Dirk Orlishausen;8/15/1982;36;198.12;93.9;GK;Germany;61;61;60000;1000;Right
Y. Clementia;Yannis Clementia;7/5/1997;21;187.96;79.8;GK;France;61;72;350000;2000;Right
L. Lauberbach;Lion Lauberbach;2/15/1998;21;193.04;83;ST,LM,RM,CF;Germany;61;69;375000;1000;Right
Yun Ju Tae;윤주태 尹柱泰;6/22/1990;28;154.94;78;ST;Korea Republic;61;61;260000;2000;Right
A. Zendejas;Adrián Zendejas Rodríguez;8/30/1995;23;195.58;83.9;GK;United States;61;71;300000;1000;Right
D. Rogers;Danny Rogers;3/23/1994;24;185.42;77.1;GK;Republic of Ireland;61;69;280000;1000;Right
F. Geisler;Felix Geisler;3/20/1997;21;167.64;64;CAM,RM,LM;Germany;61;70;400000;1000;Right
B. Bödvarsson;Bödvar Bödvarsson;4/9/1995;23;185.42;79.8;LB;Iceland;61;68;300000;2000;Left
G. Sicurella;Giuseppe Sicurella;5/28/1994;24;152.4;68.9;CDM,CB;Italy;61;67;290000;1000;Right
J. Tymon;Josh Tymon;5/22/1999;19;152.4;73.9;LWB,LB;England;61;78;475000;3000;Left
C. O'Malley;Conor O'Malley;8/1/1994;24;190.5;83;GK;Republic of Ireland;61;68;260000;1000;Right
S. Klaas;Sebastian Reinhard Klaas;6/30/1998;20;152.4;64.9;CAM,RW,CM;Germany;61;75;550000;1000;Right
G. Gül;Gökhan Gül;7/17/1998;20;154.94;78;CB,CDM;Germany;61;75;500000;2000;Right
K. Zapolnik;Kamil Zapolnik;9/9/1992;26;182.88;77.1;ST,RM;Poland;61;64;325000;1000;Right
J. Vollert;Jannes Vollert;1/21/1998;21;185.42;83;CB,CDM;Germany;61;72;375000;3000;Right
I. Hajtić;Ibrahim Hajtić;4/4/1998;20;193.04;88;CB;Bosnia Herzegovina;61;72;375000;1000;Right
K. Gipson;Ken Gipson;2/24/1996;23;152.4;68.9;RB,RWB;Germany;61;67;290000;1000;Right
J. Sierra;José Luis Sierra Pando;6/24/1997;21;182.88;71.2;ST;Chile;61;72;450000;1000;Right
Y. Orozco;Yéiner Orozco;12/17/1993;25;172.72;64;CDM;Colombia;61;65;280000;1000;Right
Z. Bakayogo;Zoumana Bakayogo;8/17/1986;32;175.26;68.9;LB;Ivory Coast;61;61;160000;2000;Left
R. de la Rosa;Roberto Carlos De La Rosa González;1/4/2000;19;152.4;73;ST;Mexico;61;79;525000;3000;Right
B. Figueroa;Bryan Jesús Figueroa De La Hoz;6/21/1999;19;154.94;68.9;CAM;Chile;61;78;550000;1000;Right
A. Nilsson;Alexander Nilsson;12/11/1990;28;154.94;76.2;RW,LW,ST;Sweden;61;61;260000;1000;Right
B. Güngör;Boran Güngör;1/1/2000;19;187.96;74.8;GK;Turkey;61;76;425000;2000;Right
J. Torres;Jairo Torres;6/5/2000;18;170.18;58.1;RW,ST;Mexico;61;76;525000;2000;Right
P. Erhardt;Philipp Erhardt;9/10/1993;25;185.42;68.9;CDM,CB,CM;Austria;61;64;270000;3000;Right
M. Schüler;Michael Schüler;7/22/1997;21;187.96;79.8;CB;Germany;61;69;325000;1000;Left
L. Gerlspeck;Lukas Gerlspeck;9/27/1998;20;185.42;78.9;CB,RB;Germany;61;73;375000;2000;Right
F. Brügmann;Felix Brügmann;11/30/1992;26;185.42;79.8;ST;Germany;61;64;325000;1000;Right
Park Jun Hyeong;박준형 朴俊荣;1/25/1993;26;190.5;82.1;CB;Korea Republic;61;66;280000;1000;Right
M. Kolar;Marko Kolar;5/31/1995;23;185.42;77.1;ST,RM;Croatia;61;67;350000;1000;Right
S. Strømnes;Steinar Ryen Strømnes;3/19/1987;31;185.42;78.9;CB;Norway;61;61;170000;1000;Right
I. Al Maghrabi;Ismael Mohammedjammui Al Maghrabi;7/17/1991;27;175.26;69.9;ST,LM;Saudi Arabia;61;62;300000;4000;Right
F. Drinkuth;Felix Drinkuth;10/20/1994;24;185.42;83;RM,CAM;Germany;61;66;325000;2000;Right
D. Horkaš;Dinko Horkaš;3/10/1999;19;187.96;77.1;GK;Croatia;61;76;450000;1000;Right
B. Waters;Billy Waters;10/15/1994;24;172.72;73;RM,ST;England;61;64;325000;3000;Right
N. Hernández;Neder Hernández;1/26/2001;18;172.72;59.9;CAM;Mexico;61;79;500000;3000;Right
B. Diakité;Bafodé Diakité;1/6/2001;18;185.42;82.1;RB,CB;France;61;72;325000;2000;Right
H. Adıgüzel;Hasan Ali Adıgüzel;4/3/2000;18;152.4;78;CM;Turkey;61;77;525000;2000;Right
F. Aliti;Fidan Aliti;10/3/1993;25;185.42;77.1;CB,LB;Albania;61;68;300000;1000;Left
S. Ramizi;Samir Ramizi;7/24/1991;27;182.88;69.9;RM,ST;Kosovo;61;61;270000;2000;Right
J. McGlashan;Jermaine McGlashan;4/14/1988;30;170.18;59.9;RM;England;61;61;240000;3000;Right
K. Velasco;Kevin Velasco;4/30/1997;21;172.72;64.9;LM,RM;Colombia;61;68;350000;1000;Left
Jeong Woo Yeong;정우영 Woo Yeong Jeong;9/20/1999;19;152.4;64;LM,CAM;Korea Republic;61;80;525000;5000;Right
Wang Jinxian;汪晋贤;1/12/1996;23;175.26;69.9;RM;China PR;61;66;325000;2000;Right
A. Lupu;Andrei Daniel Lupu;1/1/1998;21;172.72;69.9;ST;Romania;61;73;450000;3000;Right
J. Burkardt;Jonathan Burkardt;7/11/2000;18;154.94;73.9;ST,LW;Germany;61;80;500000;3000;Right
S. Bennett;Scott Bennett;11/30/1990;28;152.4;81.2;CB,CM;England;61;63;250000;2000;Right
G. Smith;Graham Smith;11/25/1995;23;193.04;83.9;CB,CDM;United States;61;71;350000;1000;Right
J. Porsan-Clémenté;Jérémie Porsan-Clémenté;12/16/1997;21;152.4;68.9;RW,RWB;France;61;69;375000;4000;Right
N. Mohammad;Necirwan Khalil Mohammad;5/5/1992;26;175.26;68;CDM;Germany;61;63;250000;2000;Right
Sergio Tienza;Sergio Tienza Valverde;7/10/1996;22;182.88;78;GK;Spain;61;71;325000;2000;Right
M. Ošs;Mārcis Ošs;7/25/1991;27;190.5;93;CB;Latvia;61;64;260000;2000;Right
S. Mohlin;Sixten Mohlin;1/17/1996;23;187.96;79.8;GK;Sweden;61;70;290000;1000;Right
W. Hesl;Wolfgang Hesl;1/13/1986;33;185.42;87.1;GK;Germany;61;61;140000;1000;Left
N. Phillips;Nathaniel Phillips;3/21/1997;21;187.96;69.9;CB;England;61;74;425000;9000;Right
R. Lopes;Roberto Lopes;6/17/1992;26;185.42;78.9;CB,CDM;Republic of Ireland;61;62;240000;1000;Right
P. Knechtel;Philipp Knechtel;6/28/1996;22;187.96;81.2;CB;Germany;61;73;400000;1000;Right
S. McLoughlin;Shane McLoughlin;3/1/1997;22;175.26;69.9;CAM;Republic of Ireland;61;73;450000;1000;Right
C. Harries;Cian Harries;4/1/1997;21;185.42;73;CB,LB;Wales;61;76;500000;3000;Left
N. Lemus;Nelson Eduardo Lemus Hurtado;2/15/1989;30;182.88;78.9;RB,RM;Colombia;61;61;190000;1000;Right
B. Bingham;Billy Bingham;7/15/1990;28;154.94;71.2;CM,CDM;England;61;61;260000;2000;Left
Park Ilgyu;Ilgyu Park;12/22/1989;29;154.94;73.9;GK;Korea Republic;61;62;200000;1000;Right
F. Otárola;Fernando Otárola;2/4/1986;33;154.94;79.8;GK;Argentina;61;61;140000;1000;Right
M. Al Baqawi;Mohammed Al Baqawi;7/12/1995;23;172.72;68.9;RB;Saudi Arabia;61;70;325000;4000;Right
S. Hart;Sam Hart;9/10/1996;22;182.88;69.9;LB;England;61;71;350000;5000;Left
E. Vignato;Emanuel Vignato;8/24/2000;18;175.26;68;CAM;Italy;61;80;500000;1000;Right
Y. Akgün;Yunus Akgün;7/7/2000;18;172.72;64.9;CF,ST,RW;Turkey;61;79;500000;5000;Left
A. May;Alfie May;7/3/1993;25;175.26;72.1;ST;England;61;65;325000;2000;Right
P. Kpozo;Patrick Kpozo;7/15/1997;21;154.94;77.1;LB,LWB;Ghana;61;68;300000;1000;Left
P. Berg;Patrick Berg;11/24/1997;21;152.4;69.9;CM;Norway;61;66;325000;1000;Right
K. Drzazga;Krzysztof Drzazga;6/20/1995;23;152.4;68.9;CAM,RM,CM,ST;Poland;61;65;325000;1000;Right
N. Al Dawsari;Nasser Al Dawsari;12/19/1998;20;152.4;64.9;CM,CAM,CDM;Saudi Arabia;61;78;525000;3000;Left
M. Bridge;Mark Robert Bridge;11/7/1985;33;154.94;79.8;LW;Australia;61;61;200000;2000;Right
S. Kchouk;Slimène Kchok;5/7/1994;24;182.88;77.1;LB;Tunisia;61;66;280000;2000;Left
H. Al Shuwaysh;Hussain Al Shuwaysh;11/7/1988;30;182.88;81.2;CB,LB;Saudi Arabia;61;61;200000;4000;Left
C. Dagnall;Chris Dagnall;4/15/1986;32;172.72;74.8;ST,RW;England;61;61;200000;3000;Right
J. Sterry;Jamie Sterry;11/21/1995;23;154.94;76.2;RB;England;61;69;325000;6000;Right
T. Miller;Tom Miller;6/29/1990;28;175.26;72.1;RB,RWB;England;61;61;200000;3000;Right
Lucas Perri;Lucas Estella Perri;12/10/1997;21;195.58;94.8;GK;Brazil;61;75;450000;4000;Right
M. Foulds;Matty Foulds;2/1/1998;21;154.94;74.8;CB,LB;England;61;74;425000;8000;Left
Oriol Ayala;Oriol Ayala Serra;10/19/1996;22;187.96;77.1;CB;Spain;61;68;300000;1000;Right
T. Elrich;Tarek Elrich;1/1/1987;32;154.94;77.1;CB,LB,RB;Australia;61;61;170000;2000;Right
E. Cicerelli;Emanuele Cicerelli;8/12/1994;24;152.4;71.2;LW;Italy;61;66;325000;1000;Right
H. Souttar;Harry Souttar;10/22/1998;20;200.66;78.9;CB;Scotland;61;78;500000;3000;Right
Anderson Emanuel;Anderson Castelo Branco;4/9/1996;22;175.26;67.1;LW,LM,RW;Angola;61;73;450000;4000;Left
J. Kübler;Jannis Kübler;5/25/1999;19;175.26;71.2;CM;Germany;61;79;525000;1000;Left
A. Nicholls;Alex Nicholls;12/9/1987;31;152.4;69.9;ST,RM;England;61;61;240000;4000;Right
D. Sołdecki;Dawid Sołdecki;4/29/1987;31;185.42;78;CDM;Poland;61;61;170000;1000;Right
B. Tozer;Ben Peter Anthony Tozer;3/1/1990;29;185.42;81.2;CB,CM;England;61;61;200000;2000;Right
A. Donkor;Anton-Leander Donkor;11/11/1997;21;185.42;84.8;LM,RM,LW;Germany;61;75;550000;5000;Right
J. Ayala;Jaime Ayala Jain;9/16/1990;28;152.4;68;RB,CB;Mexico;61;61;210000;1000;Right
R. Durán;Rafael Durán;8/20/1997;21;185.42;71.2;RM;Mexico;61;73;450000;6000;Right
N. Beyer;Nico Beyer;9/22/1996;22;187.96;79.8;CB;Germany;61;70;350000;1000;Right
P. O'Connor;Paudie O'Connor;7/14/1997;21;190.5;77.1;CB;Republic of Ireland;61;72;375000;5000;Right
D. Markey;Darragh Markey;5/23/1997;21;170.18;74.8;CAM;Republic of Ireland;61;73;450000;1000;Right
C. Dyson;Calum Dyson;9/19/1996;22;187.96;73;ST;England;61;69;375000;2000;Right
R. Hunt;Rob Hunt;7/7/1995;23;170.18;67.1;RB,LB;England;61;69;325000;2000;Right
M. Cortés;Maurício Cortés;2/9/1997;22;172.72;66.2;RM,CAM,LM;Colombia;61;72;425000;1000;Right
E. Nolan;Eddie Nolan;8/5/1988;30;185.42;77.1;CB;Republic of Ireland;61;61;200000;3000;Right
Javi Vázquez;Javier María Vázquez López;9/14/2000;18;154.94;72.1;LB,LM;Spain;61;74;375000;1000;Right
W. Bracamonte;Walter Bracamonte;7/22/1997;21;175.26;69.9;LM;Argentina;61;73;450000;2000;Right
J. Wallens;Johan Wallens Otálvaro;8/3/1992;26;190.5;74.8;GK;Colombia;61;66;240000;1000;Right
R. Prieto;Ronaldo Prieto;3/3/1997;22;170.18;60.8;CAM;Mexico;61;71;400000;1000;Right
J. Estrada;Jonathan Estrada Barajas;3/16/1998;20;185.42;68.9;GK;Mexico;61;74;400000;2000;Right
P. Struijk;Pascal Struijk;8/11/1999;19;190.5;78.9;CB;Netherlands;61;74;400000;3000;Left
A. Sevinç;Ahmet Hakan Sevinç;1/4/1999;20;170.18;69.9;RW,ST;Turkey;61;75;550000;3000;Right
B. White;Ben White;10/8/1997;21;182.88;72.1;CB;England;61;73;400000;5000;Right
Kim Ji Min;김지민 金智珉;6/5/1993;25;154.94;64;LW,ST;Korea Republic;61;64;325000;2000;Right
P. Amond;Pádraig Amond;4/15/1988;30;154.94;74.8;ST;Republic of Ireland;62;62;290000;2000;Right
I. Drešević;Ibrahim Drešević;1/24/1997;22;185.42;81.2;CB;Sweden;62;71;400000;1000;Right
E. Parish;Elliot Parish;5/20/1990;28;187.96;83;GK;England;62;62;210000;1000;Right
A. Adouyev;Amir Adouyev;5/11/1999;19;182.88;77.1;CAM;France;62;79;650000;2000;Right
M. McNulty;Mark McNulty;10/13/1980;38;187.96;69.9;GK;Republic of Ireland;62;62;20000;1000;Right
L. Price;Lewis Price;7/19/1984;34;190.5;84.8;GK;Wales;62;62;150000;4000;Right
F. Motori;Furkan Motori;8/18/1995;23;170.18;63;LM,RM;Sweden;62;67;400000;1000;Right
S. Adekoya;Seyi Adekoya;12/5/1995;23;154.94;77.1;ST,RM;United States;62;68;425000;2000;Right
R. Kaib;Rami Kaib;5/8/1997;21;152.4;63;LB;Sweden;62;68;350000;1000;Left
I. Cissé;Ibrahim Cissé;5/2/1996;22;185.42;73.9;CB,LB,RB;France;62;71;400000;3000;Right
P. Pflücke;Patrick Pflücke;11/30/1996;22;170.18;66.2;CAM;Germany;62;71;475000;1000;Left
T. Takagi;髙木 利弥;11/25/1992;26;152.4;69.9;LB,LM,LWB,CB;Japan;62;64;300000;2000;Left
M. Zemzemi;Moataz Zemzemi;8/7/1999;19;182.88;73;LM,RM;Tunisia;62;76;625000;2000;Left
A. Dabo;Abdoulaye Dabo;3/4/2001;18;154.94;73.9;LM,CM;France;62;84;650000;2000;Left
A. Ildız;Ahmed Ildız;11/29/1996;22;154.94;81.2;CDM,CM;Turkey;62;70;400000;2000;Right
M. Nakkim;Markus Nakkim;7/21/1996;22;187.96;77.1;CB;Norway;62;70;400000;1000;Right
L. Bender;Lars Bender;1/8/1988;31;187.96;78;RB,RM,LB;Germany;62;62;220000;1000;Right
M. Frankoch;Mikkel Frankoch;1/14/1996;23;154.94;74.8;CDM,CM;Denmark;62;72;425000;2000;Right
N. Arena;Nahuel Arena;6/2/1998;20;182.88;68;CB;Argentina;62;73;450000;2000;Right
M. Brouwer;Michael Brouwer;1/21/1993;26;190.5;91.2;GK;Netherlands;62;65;270000;1000;Right
C. Kane;Chris Kane;9/5/1994;24;154.94;76.2;ST;Scotland;62;68;425000;1000;Right
J. Champness;Joseph Champness;4/27/1997;21;187.96;79.8;LM,ST;Australia;62;72;500000;1000;Left
C. Brittain;Callum Brittain;3/12/1998;20;154.94;68;RWB,RB;England;62;79;600000;2000;Right
G. Miller;George Miller;8/11/1998;20;152.4;64;ST;England;62;71;450000;1000;Right
S. Polat;Savaş Polat;4/14/1997;21;152.4;72.1;RB;Turkey;62;74;475000;2000;Right
T. Doornbusch;Trevor Doornbusch;7/6/1999;19;187.96;79.8;GK;Netherlands;62;75;425000;1000;Right
L. Collins;Lee Collins;9/28/1988;30;154.94;83;CDM,CB,CM;England;62;62;240000;3000;Right
E. Ogude;Ogude Emmanuel Ifeanyi;3/29/1994;24;154.94;73.9;ST,LM,RM;Nigeria;62;67;400000;2000;Left
Zheng Kaimu;郑凯木;1/28/1992;27;185.42;79.8;CB,CM;China PR;62;65;325000;3000;Right
A. Al Nazera;Ahmed Al Nazera;2/9/1993;26;170.18;68.9;CAM,RM,LM;Saudi Arabia;62;65;375000;5000;Right
J. Shea;James Shea;6/16/1991;27;154.94;76.2;GK;England;62;63;240000;2000;Right
V. Drchal;Václav Drchal;7/25/1999;19;187.96;83.9;ST;Czech Republic;62;77;625000;1000;Right
J. O'Brien;Joey O'Brien;2/17/1986;33;154.94;69.9;RB,CB;Republic of Ireland;62;62;170000;1000;Right
T. Field;Tom Field;3/14/1997;21;152.4;69.9;LB,LWB;Republic of Ireland;62;70;375000;5000;Left
E. Kupen;Endre Kupen;7/1/1990;28;172.72;71.2;ST;Norway;62;62;325000;1000;Right
D. Šarić;Dario Šarić;5/30/1997;21;154.94;69.9;CM;Bosnia Herzegovina;62;72;475000;1000;Right
J. Papaleo;Joaquín Matías Papaleo;3/23/1994;24;185.42;76.2;GK;Argentina;62;70;325000;2000;Right
E. Dahlin;Erik Dahlin;4/28/1989;29;185.42;84.8;GK;Sweden;62;64;250000;1000;Right
N. Burns;Nathan Burns;5/7/1988;30;172.72;69.9;ST,LW;Australia;62;62;290000;1000;Right
D. Kozica;Dzenis Kozica;4/28/1993;25;154.94;78;RM,ST;Sweden;62;65;375000;1000;Right
N. Sakurauchi;樱内 渚;8/11/1989;29;175.26;73;RM,CB,RB,RWB;Japan;62;62;300000;1000;Right
A. McCarey;Aaron McCarey;1/14/1992;27;187.96;93;GK;Republic of Ireland;62;66;270000;1000;Right
L. Reddy;Liam Reddy;8/8/1981;37;187.96;89.8;GK;Australia;62;62;40000;1000;Right
A. Gallo;Antonino Gallo;1/5/2000;19;182.88;73;LM,LB,CM;Italy;62;82;625000;1000;Left
M. Kryeziu;Mirlind Kryeziu;1/26/1997;22;195.58;96.2;CB;Kosovo;62;73;450000;2000;Right
D. Jubitana;Denzel Jubitana;5/6/1999;19;172.72;68.9;CAM;Belgium;62;74;525000;1000;Left
L. Hemmerich;Luke Hemmerich;2/9/1998;21;154.94;67.1;LM,LWB,RM,RWB;Germany;62;75;575000;1000;Right
R. Duraković;Reuf Duraković;3/21/1994;24;195.58;92.1;GK;Austria;62;68;300000;2000;Right
M. Marić;Marko Marić;1/3/1996;23;190.5;88.9;GK;Croatia;62;69;325000;3000;Left
F. Krüger;Florian Krüger;2/13/1999;20;185.42;78;ST;Germany;62;73;500000;1000;Right
P. Choroba;Patrick Choroba;6/11/1996;22;182.88;74.8;RB,RM;Germany;62;69;350000;1000;Right
M. Nani;Matías Germán Nani;3/26/1998;20;187.96;84.8;CB;Argentina;62;76;600000;2000;Left
M. Vallecilla;Marvin Leandro Vallecilla Gómez;6/24/1991;27;175.26;72.1;LB;Colombia;62;62;250000;1000;Right
J. Marulanda;Jonathan Marulanda;11/21/1995;23;152.4;69.9;RB;Colombia;62;71;400000;1000;Right
Y. Nakasaka;中坂 勇哉;8/5/1997;21;170.18;60.8;RW,RM,CM;Japan;62;67;400000;1000;Right
A. Hasegawa;長谷川 アーリアジャスール;10/29/1988;30;185.42;78;CM,CAM,RM,CF;Japan;62;62;290000;2000;Right
J. Verdugo;Joaquin Verdugo;10/7/1996;22;175.26;69.9;CAM,RM;Chile;62;72;500000;1000;Right
J. Smith;Jimmy Dean Smith;1/7/1987;32;182.88;78;CM,CDM;England;62;62;260000;2000;Right
D. Gonzalez;Diego Gonzalez;4/29/1998;20;182.88;78;CB,RB;Chile;62;76;600000;1000;Right
B. Al Seliteen;Bader Mansour Al Seliteen;7/16/1990;28;175.26;67.1;CM,CDM,RM;Saudi Arabia;62;62;300000;4000;Right
I. Osbourne;Isaiah Osbourne;11/5/1987;31;187.96;78.9;CM;England;62;62;280000;2000;Right
Álex;Álex Pachón Párraga;7/17/2000;18;185.42;77.1;ST;Spain;62;82;600000;3000;Right
M. Erlic;Martin Erlic;1/24/1998;21;193.04;78;CB;Croatia;62;71;400000;5000;Right
B. Burns;Bobby Burns;10/7/1999;19;172.72;64.9;CM,LM,LB,CF;Northern Ireland;62;79;625000;1000;Left
O. Dytyatev;Oleksiy Dytyatev;11/7/1988;30;195.58;88;CB;Ukraine;62;62;240000;1000;Right
R. Sawakami;泽上 龍二;10/8/1993;25;154.94;77.1;ST;Japan;62;66;400000;2000;Left
Kim Geon Ung;김건웅 金建熊;8/29/1997;21;185.42;78;CDM,CB;Korea Republic;62;74;475000;1000;Right
Borja Domingo;Francisco de Borja Domingo Domingo;2/15/1996;23;187.96;77.1;ST;Spain;62;70;450000;2000;Right
M. Romero;Matías Romero;2/1/1996;23;175.26;73;RW,RM;Argentina;62;68;425000;2000;Right
Y. Ma-Kalambay;Yves Makabu Ma-Kalambay;1/31/1986;33;198.12;96.2;GK;DR Congo;62;62;170000;1000;Right
R. Murray;Ronan Murray;9/12/1991;27;170.18;69.9;ST,CAM;Republic of Ireland;62;63;375000;1000;Right
Miguel Ángel;Miguel Ángel Rubio Lestan;3/11/1998;20;190.5;86.2;CB;Spain;62;72;425000;2000;Right
A. Al Najjar;Ammar Siraj Y Al Najjar;2/24/1997;22;175.26;68;RM,LM,CAM;Saudi Arabia;62;74;550000;4000;Right
M. Siabanis;Marios Siampanis;9/28/1999;19;187.96;82.1;GK;Greece;62;73;375000;1000;Left
M. McGlinchey;Michael McGlinchey;1/7/1987;32;175.26;68;CAM;New Zealand;62;62;270000;1000;Right
M. Festa;Marco Festa;6/6/1992;26;190.5;84.8;GK;Italy;62;65;260000;1000;Right
H. Davis;Harry Davis;9/24/1991;27;185.42;83;CB,RB;England;62;65;325000;2000;Right
J. O'Doherty;Jordan O'Doherty;10/14/1997;21;167.64;62.1;CDM,CM;Australia;62;68;350000;1000;Right
K. Shimura;志村 滉;4/27/1996;22;185.42;76.2;GK;Japan;62;71;350000;1000;Right
K. Jacobs;Keaghan Jacobs;9/9/1989;29;172.72;68.9;CM;South Africa;62;62;300000;2000;Right
Alberto Redondo;Alberto Redondo Guijarro;5/22/1997;21;182.88;67.1;RB,LB;Spain;62;72;425000;2000;Right
H. Robstad;Henrik Robstad;5/12/1991;27;182.88;74.8;CB,LB;Norway;62;62;260000;1000;Left
A. Tideman;Anton Tideman;9/2/1992;26;187.96;79.8;LB;Sweden;62;63;290000;1000;Left
B. Clarke;Brendan Clarke;9/17/1985;33;185.42;81.2;GK;Republic of Ireland;62;62;170000;1000;Right
Aarón;Aarón Escandell;9/27/1995;23;185.42;71.2;GK;Spain;62;69;325000;1000;Right
E. Ávila;Edwin Ernesto Ávila Peñaranda;9/24/1986;32;182.88;77.1;CB;Colombia;62;62;200000;1000;Right
A. Caceres;Anthony Caceres;9/29/1992;26;172.72;67.1;CM,CAM;Australia;62;64;375000;2000;Right
L. Walthert;Laurent Walthert;3/30/1984;34;152.4;72.1;GK;Switzerland;62;62;120000;1000;Right
Baba Fernandes;Baba Fernandes;3/7/2000;19;187.96;82.1;CB;Guinea Bissau;62;74;450000;1000;Right
T. Siekman;Tim Siekman;5/25/1990;28;187.96;74.8;CB,LB;Netherlands;62;63;280000;1000;Left
Chechu Grana;Jesús Grana Zamora;2/23/1995;24;190.5;82.1;GK;Spain;62;68;300000;1000;Right
Y. Kimoto;木本 恭生;8/6/1993;25;182.88;73;CB,CDM;Japan;62;67;350000;1000;Right
H. Kyprianou;Harry Kyprianou;3/16/1997;21;182.88;68.9;CB;Cyprus;62;69;375000;1000;Left
A. Tanaka;田中 青;9/10/1998;20;152.4;68.9;CM,CB;Japan;62;71;450000;1000;Right
G. Rodríguez;Gianni Rodríguez;6/7/1994;24;152.4;69.9;LB;Uruguay;62;67;350000;2000;Left
Nguyễn Công Phượng;Công Phượng Nguyễn;1/21/1995;24;167.64;64.9;ST;Vietnam;62;69;425000;1000;Right
G. Vicario;Guglielmo Vicario;10/7/1996;22;187.96;76.2;GK;Italy;62;71;350000;1000;Right
O. Framelin;Ohoulo  Framelin;11/21/1996;22;185.42;82.1;GK;Cameroon;62;68;300000;1000;Right
M. Maranda;Manuel Maranda;7/9/1997;21;187.96;74.8;CB;Austria;62;72;425000;2000;Right
C. Humphreys-Grant;Cameron Humphreys-Grant;8/22/1998;20;187.96;79.8;CB;England;62;77;600000;6000;Right
T. Conlon;Tom Conlon;2/3/1996;23;172.72;62.1;CM,LM;England;62;66;400000;3000;Left
A. Silva;Alex Silva;6/15/1993;25;175.26;69.9;RB;Uruguay;62;66;325000;2000;Right
C. Duffus;Courtney Duffus;10/24/1995;23;187.96;76.2;ST;Republic of Ireland;62;69;425000;2000;Right
G. Jansson;Gustav Jansson;2/24/1986;33;195.58;92.1;GK;Sweden;62;62;170000;1000;Right
M. Al Dhaw;Mohammed Sayed Al Dhaw;11/18/1993;25;170.18;67.1;RM,CAM;Sudan;62;65;375000;3000;Right
G. Rogers;Gary Rogers;9/25/1981;37;187.96;87.1;GK;Republic of Ireland;62;62;40000;1000;Right
S. Balić;Saša Balić;1/29/1990;29;185.42;78;LB,CB;Montenegro;62;62;240000;1000;Left
A. Roldan;Alexander Roldan;7/28/1996;22;152.4;69.9;LM,CM;United States;62;71;475000;1000;Right
Kike;Enrique Pérez Muñoz;2/14/1997;22;182.88;74.8;CM,CDM;Spain;62;68;425000;1000;Right
K. Sterling;Kazaiah Sterling;11/9/1998;20;154.94;66.2;ST;England;62;75;575000;7000;Right
A. Vaikla;Andreas Vaikla;2/19/1997;22;198.12;92.1;GK;Estonia;62;74;425000;1000;Right
F. Ahumada;Fabian Ahumada;4/26/1996;22;154.94;74.8;ST,RW;Chile;62;72;500000;1000;Right
I. Buckley-Ricketts;Isaac Buckley-Ricketts;3/14/1998;20;152.4;68;RM,ST;England;62;73;525000;2000;Right
C. Gameiro;Corey Gameiro;2/7/1993;26;152.4;67.1;ST;Australia;62;65;375000;1000;Right
A. Groiß;Alexander Groiß;7/1/1998;20;187.96;86.2;CDM;Germany;62;72;425000;1000;Right
A. Ndiaye;Amadou Dia Ndiaye;1/2/2000;19;185.42;69.9;ST,LW,RW;Senegal;62;80;625000;1000;Right
A. Al Sdairy;Abdullah Al Sdairy;2/2/1992;27;185.42;86.2;GK;Saudi Arabia;62;62;210000;4000;Right
M. Phaeton;Matthias Phaeton;1/8/2000;19;185.42;74.8;ST;France;62;77;625000;2000;Right
C. Sabaly;Cheikh Tidiane Sabaly;3/4/1999;20;167.64;55.8;LM,RM,CAM;Senegal;62;79;650000;1000;Right
J. Wehrmann;Jordy Wehrmann;3/25/1999;19;175.26;71.2;CM;Netherlands;62;75;550000;1000;Right
J. Araya;Jorge Matias Araya Pozo;3/25/1996;22;175.26;67.1;CM;Chile;62;73;500000;1000;Right
Kim Dae Gyeong;김대경 金大坤;9/2/1991;27;152.4;68.9;RM,LM,LB;Korea Republic;62;62;325000;1000;Right
M. Nogueira;Matthew Nogueira;3/18/1998;20;190.5;86.2;GK;Canada;62;71;350000;1000;Right
Lucas Rodrigues;Lucas Rodrigues da Silva;8/27/1999;19;182.88;73.9;ST;Brazil;62;71;425000;1000;Right
