Unnamed: 0,Company Name,Location,Datum,Detail,Status Rocket," Rocket",Status Mission
1823,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Thu Apr 26, 1990",Molniya-M /Block ML | Molniya-1 n†­142,StatusRetired,,Success
1824,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Wed Apr 25, 1990",Cosmos-3M (11K65M) | Cosmos 2075,StatusRetired,,Success
1825,NASA,"LC-39B, Kennedy Space Center, Florida, USA","Tue Apr 24, 1990",Space Shuttle Discovery | STS-31,StatusRetired,"450.0 ",Success
1826,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Fri Apr 20, 1990",Cosmos-3M (11K65M) | Cosmos 2074,StatusRetired,,Success
1827,Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA","Fri Apr 13, 1990",Delta II 6925-8 | Palapa B2R,StatusRetired,,Success
1828,Lockheed,"SLC-3W, Vandenberg AFB, California, USA","Wed Apr 11, 1990",Atlas-E/F Altair | USA-56/57/58,StatusRetired,,Success
1829,CASC,"LC-3, Xichang Satellite Launch Center, China","Sat Apr 07, 1990",Long March 3 | AsiaSat 1,StatusRetired,,Success
1830,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Fri Apr 06, 1990",Cosmos-3M (11K65M) | Cosmos 2064 to 2071,StatusRetired,,Success
1831,Northrop,"NB-52B Carrier, Edwards AFB, California, USA","Thu Apr 05, 1990",Pegasus | Pegsat & NavySat,StatusRetired,"40.0 ",Success
1832,IAI,"Pad 1, Palmachim Airbase, Israel","Tue Apr 03, 1990",Shavit | Ofek-2,StatusRetired,,Success
1833,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Tue Mar 27, 1990",Molniya-M /Block 2BL | Cosmos 2063,StatusRetired,,Success
1834,Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA","Mon Mar 26, 1990",Delta II 6925 | USA-54 (GPS II-7),StatusRetired,,Success
1835,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Tue Mar 20, 1990",Cosmos-3M (11K65M) | Cosmos 2061,StatusRetired,,Success
1836,RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan","Wed Mar 14, 1990",Tsyklon-2 | Cosmos 2060,StatusRetired,,Success
1837,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA","Wed Mar 14, 1990",Commercial Titan III | Intelsat 603,StatusRetired,"136.6 ",Failure
1838,NASA,"LC-39A, Kennedy Space Center, Florida, USA","Wed Feb 28, 1990",Space Shuttle Atlantis | STS-36,StatusRetired,"450.0 ",Success
1839,RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia","Wed Feb 28, 1990",Tsyklon-3 | Okean 2,StatusRetired,,Success
1840,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Tue Feb 27, 1990",Cosmos-3M (11K65M) | Nadiezhda n†­5,StatusRetired,,Success
1841,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","Thu Feb 22, 1990","Ariane 44L | Superbird-B, BS-2X",StatusRetired,,Failure
1842,Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA","Wed Feb 14, 1990",Delta II 6920-8 | LACE / RME,StatusRetired,,Success
1843,MHI,"LA-Y1, Tanegashima Space Center, Japan","Wed Feb 07, 1990","H-I (9 SO) | Orizuru, Fuji 1b & Momo-1b",StatusRetired,,Success
1844,MHI,"SLC-N, Tanegashima Space Center, Japan","Wed Feb 07, 1990",H-I (9 SO) | MOS-1B / Oscar 20 / DEBUT,StatusRetired,,Success
1845,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Tue Feb 06, 1990",Cosmos-3M (11K65M) | Cosmos 2059,StatusRetired,,Success
1846,CASC,"LC-3, Xichang Satellite Launch Center, China","Sun Feb 04, 1990",Long March 3 | DFH-2A-T4,StatusRetired,,Success
1847,Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA","Tue Jan 30, 1990",Delta II 6925 | USA-64 (GPS II-9),StatusRetired,,Success
1848,RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia","Tue Jan 30, 1990",Tsyklon-3 | Cosmos 2058,StatusRetired,,Success
1849,Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA","Wed Jan 24, 1990",Delta II 6925 | USA-50 (GPS II-6),StatusRetired,,Success
1850,ISAS,"Mu Pad, Uchinoura Space Center, Japan","Wed Jan 24, 1990",Mu-III S2 | Hiten,StatusRetired,,Success
1851,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Tue Jan 23, 1990",Molniya-M /Block ML | Molniya-3 n†­141,StatusRetired,,Success
1852,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","Mon Jan 22, 1990","Ariane 40 | SPOT-2, Oscar 14-19",StatusRetired,,Success
1853,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Thu Jan 18, 1990",Cosmos-3M (11K65M) | Cosmos 2056,StatusRetired,,Success
1854,NASA,"LC-39A, Kennedy Space Center, Florida, USA","Tue Jan 09, 1990",Space Shuttle Columbia | STS-32,StatusRetired,"450.0 ",Success
1855,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA","Mon Jan 01, 1990",Commercial Titan III | Skynet 4A & JCSAT-2,StatusRetired,"136.6 ",Success
1856,RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia","Wed Dec 27, 1989",Tsyklon-3 | Cosmos 2053,StatusRetired,,Success
1857,Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA","Mon Dec 11, 1989",Delta II 6925 | NAVSTAR II-5,StatusRetired,,Success
1858,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Tue Nov 28, 1989",Molniya-M /Block ML | Molniya-3 n†­140,StatusRetired,,Success
1859,RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan","Fri Nov 24, 1989",Tsyklon-2 | Cosmos 2051,StatusRetired,,Success
1860,RVSN USSR,"Site 16/2, Plesetsk Cosmodrome, Russia","Thu Nov 23, 1989",Molniya-M /Block 2BL | Cosmos 2050,StatusRetired,,Success
1861,NASA,"LC-39B, Kennedy Space Center, Florida, USA","Thu Nov 23, 1989",Space Shuttle Discovery | STS-33R,StatusRetired,"450.0 ",Success
1862,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","Fri Oct 27, 1989",Ariane 44L | Intelsat 6AF2,StatusRetired,,Success
1863,RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia","Tue Oct 24, 1989",Tsyklon-3 | Meteor-3 n†­3,StatusRetired,,Success
1864,NASA,"LC-39B, Kennedy Space Center, Florida, USA","Wed Oct 18, 1989",Space Shuttle Atlantis | STS-34R,StatusRetired,"450.0 ",Success
1865,RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia","Thu Sep 28, 1989",Tsyklon-3 | Intercosmos 24 & Magion 2,StatusRetired,,Success
1866,RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan","Wed Sep 27, 1989",Tsyklon-2 | Cosmos 2046,StatusRetired,,Success
1867,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Wed Sep 27, 1989",Molniya-M /Block ML | Molniya-1 n†­139,StatusRetired,,Success
1868,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA","Mon Sep 25, 1989",Atlas-G Centaur-D1AR | FLTSATCOM-8,StatusRetired,,Success
1869,RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia","Thu Sep 14, 1989",Tsyklon-3 | Cosmos 2038 to 2043,StatusRetired,,Success
1870,Martin Marietta,"SLC-4W, Vandenberg AFB, California, USA","Wed Sep 06, 1989",Titan II(23)G | USA-45,StatusRetired,"35.0 ",Success
1871,MHI,"LA-Y1, Tanegashima Space Center, Japan","Tue Sep 05, 1989",H-I UM-129A (6SO) | Himawari 4,StatusRetired,,Success
1872,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA","Mon Sep 04, 1989",Titan 34D | DSCS-II-16 & DSCS-III-A2,StatusRetired,,Success
1873,RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia","Mon Aug 28, 1989",Tsyklon-3 | Cosmos 2037,StatusRetired,,Success
1874,Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA","Sun Aug 27, 1989",Delta II 6925 | BSB-R1,StatusRetired,,Success
1875,Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA","Fri Aug 18, 1989",Delta II 6925 | NAVSTAR II-3,StatusRetired,,Success
1876,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","Tue Aug 08, 1989","Ariane 44LP | TVSAT-2, Hipparcos",StatusRetired,,Success
1877,NASA,"LC-39B, Kennedy Space Center, Florida, USA","Tue Aug 08, 1989",Space Shuttle Columbia | STS-28R,StatusRetired,"450.0 ",Success
1878,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Tue Jul 25, 1989",Cosmos-3M (11K65M) | Cosmos 2034,StatusRetired,,Success
1879,RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan","Mon Jul 24, 1989",Tsyklon-2 | Cosmos 2033,StatusRetired,,Success
1880,Arianespace,"ELA-1, Guiana Space Centre, French Guiana, France","Wed Jul 12, 1989",Ariane 3 | Olympus-1,StatusRetired,,Success
1881,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Tue Jul 04, 1989",Cosmos-3M (11K65M) | Nadiezhda n†­4,StatusRetired,,Success
1882,Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA","Wed Jun 14, 1989",Titan IV(402)A | DSP,StatusRetired,,Success
1883,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Wed Jun 14, 1989",Cosmos-3M (11K65M) | Cosmos 2027,StatusRetired,,Success
1884,Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA","Sat Jun 10, 1989",Delta II 6925 | NAVSTAR II-2,StatusRetired,,Success
1885,RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia","Fri Jun 09, 1989",Tsyklon-3 | Okean 2a,StatusRetired,,Failure
1886,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Thu Jun 08, 1989",Molniya-M /Block ML | Molniya-3 n†­138,StatusRetired,,Success
1887,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Wed Jun 07, 1989",Cosmos-3M (11K65M) | Cosmos 2026,StatusRetired,,Success
1888,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","Mon Jun 05, 1989","Ariane 44L | Superbird-A, DFS-1",StatusRetired,,Success
1889,ISRO,"SLV LP, Satish Dhawan Space Centre, India","Mon May 22, 1989",ASLV | SROSS C,StatusRetired,,Partial Failure
1890,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA","Wed May 10, 1989",Titan 34D | USA-37 (Vortex),StatusRetired,,Success
1891,NASA,"LC-39B, Kennedy Space Center, Florida, USA","Thu May 04, 1989",Space Shuttle Atlantis | STS-30R,StatusRetired,"450.0 ",Success
1892,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Tue Apr 04, 1989",Cosmos-3M (11K65M) | Cosmos 2016,StatusRetired,,Success
1893,Arianespace,"ELA-1, Guiana Space Centre, French Guiana, France","Sun Apr 02, 1989",Ariane 2 | TELE-X,StatusRetired,,Success
1894,Douglas,"SLC-17A, Cape Canaveral AFS, Florida, USA","Fri Mar 24, 1989",Delta 3920-8 | Delta Star (USA 36),StatusRetired,,Success
1895,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Fri Mar 24, 1989",Cosmos-3M (11K65M) | Cosmos 2008 to 2015,StatusRetired,,Success
1896,NASA,"LC-39B, Kennedy Space Center, Florida, USA","Mon Mar 13, 1989",Space Shuttle Discovery | STS-29R,StatusRetired,"450.0 ",Success
1897,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","Mon Mar 06, 1989",Ariane 44LP | JCSAT-1 & Meteosat 4,StatusRetired,,Success
1898,RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia","Tue Feb 28, 1989",Tsyklon-3 | Meteor-2 n†­18,StatusRetired,,Success
1899,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Sun Feb 26, 1989",Cosmos-3M (11K65M) | Cosmos 1992,StatusRetired,,Success
1900,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Wed Feb 22, 1989",Cosmos-3M (11K65M) | Cosmos 2004,StatusRetired,,Success
1901,ISAS,"Mu Pad, Uchinoura Space Center, Japan","Tue Feb 21, 1989",Mu-III S2 | Akebono,StatusRetired,,Success
1902,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Wed Feb 15, 1989",Molniya-M /Block ML | Molniya-1 n†­137,StatusRetired,,Success
1903,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Tue Feb 14, 1989",Cosmos-3M (11K65M) | Cosmos 2002,StatusRetired,,Success
1904,Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA","Tue Feb 14, 1989",Delta II 6925 | NAVSTAR II-1 (USA 35),StatusRetired,,Success
1905,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Tue Feb 14, 1989",Molniya-M /Block 2BL | Cosmos 2001,StatusRetired,,Success
1906,RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia","Fri Feb 10, 1989",Tsyklon-3 | Cosmos 1994 to 1999,StatusRetired,,Success
1907,Arianespace,"ELA-1, Guiana Space Centre, French Guiana, France","Fri Jan 27, 1989",Ariane 2 | Intelsat-5A 15,StatusRetired,,Success
1908,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Wed Dec 28, 1988",Molniya-M /Block ML | Molniya-1 n†­136,StatusRetired,,Success
1909,RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia","Fri Dec 23, 1988",Tsyklon-3 | Cosmos 1985,StatusRetired,,Success
1910,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Thu Dec 22, 1988",Molniya-M /Block ML | Molniya-3 n†­135,StatusRetired,,Success
1911,CASC,"LC-3, Xichang Satellite Launch Center, China","Thu Dec 22, 1988",Long March 3 | DFH-2A-T3,StatusRetired,,Success
1912,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","Sun Dec 11, 1988","Ariane 44LP | Skynet 4B, Astra 1A",StatusRetired,,Success
1913,NASA,"LC-39B, Kennedy Space Center, Florida, USA","Fri Dec 02, 1988",Space Shuttle Atlantis | STS-27R,StatusRetired,"450.0 ",Success
1914,RVSN USSR,"Site 45/1, Baikonur Cosmodrome, Kazakhstan","Wed Nov 23, 1988",Zenit-2 | Cosmos 1980,StatusRetired,,Success
1915,RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan","Fri Nov 18, 1988",Tsyklon-2 | Cosmos 1979,StatusRetired,,Success
1916,RVSN USSR,"Site 110/37, Baikonur Cosmodrome, Kazakhstan","Tue Nov 15, 1988",Energiya/Buran | Buran,StatusRetired,"5,000.0 ",Success
1917,Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA","Sun Nov 06, 1988",Titan 34D | USA-33 (KH-11),StatusRetired,,Success
1918,Arianespace,"ELA-1, Guiana Space Centre, French Guiana, France","Fri Oct 28, 1988",Ariane 2 | TDF-1,StatusRetired,,Success
1919,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Tue Oct 25, 1988",Molniya-M /Block 2BL | Cosmos 1977,StatusRetired,,Success
1920,RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia","Tue Oct 11, 1988",Tsyklon-3 | Cosmos 1975,StatusRetired,,Success
1921,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Mon Oct 03, 1988",Molniya-M /Block 2BL | Cosmos 1974,StatusRetired,,Success
1922,NASA,"LC-39A, Kennedy Space Center, Florida, USA","Thu Sep 29, 1988",Space Shuttle Discovery | STS-26R,StatusRetired,"450.0 ",Success
1923,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Thu Sep 29, 1988",Molniya-M /Block ML | Molniya-3 n†­134,StatusRetired,,Success
1924,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA","Sat Sep 24, 1988",Atlas-E/F Star-37S-ISS | NOAA-H,StatusRetired,,Success
1925,IAI,"Pad 1, Palmachim Airbase, Israel","Mon Sep 19, 1988",Shavit | Ofek-1,StatusRetired,,Success
1926,MHI,"LA-Y1, Tanegashima Space Center, Japan","Fri Sep 16, 1988",H-I UM-129A (9SO) | Sakura 3B,StatusRetired,,Success
1927,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","Thu Sep 08, 1988","Ariane 3 | GStar 5, SBS 5",StatusRetired,,Success
1928,CASC,"Taiyuan Satellite Launch Center, China","Tue Sep 06, 1988",Long March 4A | Fengyun 1A,StatusRetired,,Success
1929,Martin Marietta,"SLC-4W, Vandenberg AFB, California, USA","Mon Sep 05, 1988",Titan II(23)G | USA-32,StatusRetired,"35.0 ",Success
1930,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA","Fri Sep 02, 1988",Titan 34D | USA-31 (Vortex),StatusRetired,,Partial Failure
1931,RVSN USSR,"Site 16/2, Plesetsk Cosmodrome, Russia","Tue Aug 30, 1988",Molniya-M /Block 2BL | Cosmos 1966,StatusRetired,,Success
1932,CASC,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China","Fri Aug 05, 1988",Long March 2C | FSW-1 No.2,StatusActive,"30.8 ",Success
1933,ISRO,"SLV LP, Satish Dhawan Space Centre, India","Sun Jul 31, 1988",ASLV | SROSS-B,StatusRetired,,Failure
1934,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Thu Jul 28, 1988",Cosmos-3M (11K65M) | Cosmos 1960,StatusRetired,,Success
1935,RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia","Tue Jul 26, 1988",Tsyklon-3 | Meteor-3 n†­2,StatusRetired,,Success
1936,Arianespace,"ELA-1, Guiana Space Centre, French Guiana, France","Thu Jul 21, 1988","Ariane 3 | Insat 1C, Eutelsat-1 F5",StatusRetired,,Success
1937,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Mon Jul 18, 1988",Cosmos-3M (11K65M) | Cosmos 1959,StatusRetired,,Success
1938,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Thu Jul 14, 1988",Cosmos-3M (11K65M) | Cosmos 1958,StatusRetired,,Success
1939,RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia","Tue Jul 05, 1988",Tsyklon-3 | Okean 1,StatusRetired,,Success
1940,RVSN USSR,"Site 86/1, Kapustin Yar, Russia","Wed Jun 22, 1988",Cosmos-3MRB (65MRB) | BOR-5 Shuttle,StatusRetired,,Success
1941,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Tue Jun 21, 1988",Cosmos-3M (11K65M) | Cosmos 1954,StatusRetired,,Success
1942,ESA,"ELA-2, Guiana Space Centre, French Guiana, France","Wed Jun 15, 1988","Ariane 44LP | Meteosat 3, Panamsat-1, Oscar 13",StatusRetired,,Success
1943,RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia","Tue Jun 14, 1988",Tsyklon-3 | Cosmos 1953,StatusRetired,,Success
1944,RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia","Wed Jun 01, 1988",Tsyklon-3 | Cosmos 1908,StatusRetired,,Success
1945,RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia","Mon May 30, 1988",Tsyklon-3 | Cosmos 1950,StatusRetired,,Success
1946,RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan","Sat May 28, 1988",Tsyklon-2 | Cosmos 1949,StatusRetired,,Success
1947,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Thu May 26, 1988",Molniya-M /Block ML | Molniya-3 n†­132,StatusRetired,,Success
1948,Arianespace,"ELA-1, Guiana Space Centre, French Guiana, France","Tue May 17, 1988",Ariane 2 | Intelsat 3AF13,StatusRetired,,Success
1949,RVSN USSR,"Site 45/1, Baikonur Cosmodrome, Kazakhstan","Sun May 15, 1988",Zenit-2 | Cosmos 1943,StatusRetired,,Success
1950,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Wed Apr 20, 1988",Vostok-2M | Cosmos 1939,StatusRetired,,Success
1951,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Tue Apr 05, 1988",Cosmos-3M (11K65M) | Cosmos 1937,StatusRetired,,Success
1952,ASI,"SM Launch Tab, San Marco Launch Platform, Kenya","Fri Mar 25, 1988",Scout G1 | San Marco 5,StatusRetired,,Success
1953,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Tue Mar 22, 1988",Cosmos-3M (11K65M) | Cosmos 1934,StatusRetired,,Success
1954,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Thu Mar 17, 1988",Molniya-M /Block ML | Molniya-1 n†­131,StatusRetired,,Success
1955,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Thu Mar 17, 1988",Vostok-2M | IRS-1A,StatusRetired,,Success
1956,RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia","Tue Mar 15, 1988",Tsyklon-3 | Cosmos 1933,StatusRetired,,Success
1957,RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan","Mon Mar 14, 1988",Tsyklon-2 | Cosmos 1932,StatusRetired,,Success
1958,Arianespace,"ELA-1, Guiana Space Centre, French Guiana, France","Fri Mar 11, 1988","Ariane 3 | Spacenet 3R, Telecom 1C",StatusRetired,,Success
1959,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Mar 11, 1988",Molniya-M /Block ML | Molniya-1 n†­130,StatusRetired,,Success
1960,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Fri Mar 11, 1988",Cosmos-3M (11K65M) | Cosmos 1924 to 1931,StatusRetired,,Success
1961,CASC,"LC-3, Xichang Satellite Launch Center, China","Mon Mar 07, 1988",Long March 3 | DFH-2A-T2,StatusRetired,,Success
1962,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Fri Feb 26, 1988",Molniya-M /Block 2BL | Cosmos 1922,StatusRetired,,Success
1963,MHI,"LA-Y1, Tanegashima Space Center, Japan","Fri Feb 19, 1988",H-I UM-129A (9SO) | Sakura 3A,StatusRetired,,Success
1964,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA","Wed Feb 03, 1988",Atlas-E/F Star-37S-ISS | DMSP 5D-2/F9,StatusRetired,,Success
1965,RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia","Sat Jan 30, 1988",Tsyklon-3 | Meteor-2 n†­17,StatusRetired,,Success
1966,RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia","Fri Jan 15, 1988",Tsyklon-3 | Cosmos 1909 to 1914,StatusRetired,,Success
1967,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Wed Dec 23, 1987",Cosmos-3M (11K65M) | Cosmos 1904,StatusRetired,,Success
1968,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Mon Dec 21, 1987",Molniya-M /Block 2BL | Cosmos 1903,StatusRetired,,Success
1969,RVSN USSR,"Site 86/1, Kapustin Yar, Russia","Sun Dec 20, 1987",Cosmos-3MRB (65MRB) | BOR-4 Shuttle,StatusRetired,,Success
1970,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Tue Dec 15, 1987",Cosmos-3M (11K65M) | Cosmos 1902,StatusRetired,,Success
1971,RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan","Sat Dec 12, 1987",Tsyklon-2 | Cosmos 1900,StatusRetired,,Success
1972,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Tue Dec 01, 1987",Cosmos-3M (11K65M) | Cosmos 1898,StatusRetired,,Success
1973,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA","Sun Nov 29, 1987",Titan 34D | DSP-13,StatusRetired,,Success
1974,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","Sat Nov 21, 1987",Ariane 2 | TVSAT-1,StatusRetired,,Success
1975,Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA","Mon Oct 26, 1987",Titan 34D | USA-27 (KH-11),StatusRetired,,Success
1976,RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia","Tue Oct 20, 1987",Tsyklon-3 | Cosmos 1892,StatusRetired,,Success
1977,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Wed Oct 14, 1987",Cosmos-3M (11K65M) | Cosmos 1891,StatusRetired,,Success
1978,RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan","Sat Oct 10, 1987",Tsyklon-2 | Cosmos 1890,StatusRetired,,Success
1979,Arianespace,"ELA-1, Guiana Space Centre, French Guiana, France","Wed Sep 16, 1987","Ariane 3 | Aussat-A3, Eutelsat 1-F4",StatusRetired,,Success
1980,CASC,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China","Wed Sep 09, 1987",Long March 2C | FSW-1 No.1,StatusActive,"30.8 ",Success
1981,RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia","Mon Sep 07, 1987",Tsyklon-3 | Cosmos 1875 to 1880,StatusRetired,,Success
1982,RVSN USSR,"Site 45/1, Baikonur Cosmodrome, Kazakhstan","Fri Aug 28, 1987",Zenit-2 | Cosmos 1873,StatusRetired,,Success
1983,RVSN USSR,"Site 86/1, Kapustin Yar, Russia","Thu Aug 27, 1987",Cosmos-3MRB (65MRB) | BOR-5 Shuttle,StatusRetired,,Success
1984,MHI,"LA-Y1, Tanegashima Space Center, Japan","Thu Aug 27, 1987",H-I UM-129A (9SO) | Kiku 5,StatusRetired,,Success
1985,RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia","Tue Aug 18, 1987",Tsyklon-3 | Meteor-2 n†­16,StatusRetired,,Success
1986,CASC,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China","Wed Aug 05, 1987",Long March 2C | FSW-0 No.9,StatusActive,"30.8 ",Success
1987,RVSN USSR,"Site 45/1, Baikonur Cosmodrome, Kazakhstan","Sat Aug 01, 1987",Zenit-2 | Cosmos 1871,StatusRetired,,Success
1988,RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia","Thu Jul 16, 1987",Tsyklon-3 | Cosmos 1869,StatusRetired,,Success
1989,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Tue Jul 14, 1987",Cosmos-3M (11K65M) | Cosmos 1868,StatusRetired,,Success
1990,RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan","Fri Jul 10, 1987",Tsyklon-2 | Cosmos 1867,StatusRetired,,Success
